image_name,cell_row,cell_column,label
107679169 (1).jpg,8,3,1
107679169 (1).jpg,8,4,1
107679169 (1).jpg,8,5,1
107679169 (1).jpg,8,6,1
107679169 (1).jpg,8,7,1
107679169 (1).jpg,8,8,1
11_d80cd745-62e0-4cc4-8642-afc2caa96ef7 (1).jpg,1,1,0
11_d80cd745-62e0-4cc4-8642-afc2caa96ef7 (1).jpg,1,2,0
11_d80cd745-62e0-4cc4-8642-afc2caa96ef7 (1).jpg,1,3,0
11_d80cd745-62e0-4cc4-8642-afc2caa96ef7 (1).jpg,1,4,0
11_d80cd745-62e0-4cc4-8642-afc2caa96ef7 (1).jpg,1,5,0
11_d80cd745-62e0-4cc4-8642-afc2caa96ef7 (1).jpg,1,6,0
11_d80cd745-62e0-4cc4-8642-afc2caa96ef7 (1).jpg,1,7,0
11_d80cd745-62e0-4cc4-8642-afc2caa96ef7 (1).jpg,1,8,0
11_d80cd745-62e0-4cc4-8642-afc2caa96ef7 (1).jpg,2,1,0
11_d80cd745-62e0-4cc4-8642-afc2caa96ef7 (1).jpg,2,2,0
11_d80cd745-62e0-4cc4-8642-afc2caa96ef7 (1).jpg,2,3,0
11_d80cd745-62e0-4cc4-8642-afc2caa96ef7 (1).jpg,2,4,0
11_d80cd745-62e0-4cc4-8642-afc2caa96ef7 (1).jpg,2,5,0
11_d80cd745-62e0-4cc4-8642-afc2caa96ef7 (1).jpg,2,6,0
11_d80cd745-62e0-4cc4-8642-afc2caa96ef7 (1).jpg,2,7,0
11_d80cd745-62e0-4cc4-8642-afc2caa96ef7 (1).jpg,2,8,0
11_d80cd745-62e0-4cc4-8642-afc2caa96ef7 (1).jpg,3,1,0
11_d80cd745-62e0-4cc4-8642-afc2caa96ef7 (1).jpg,3,2,0
11_d80cd745-62e0-4cc4-8642-afc2caa96ef7 (1).jpg,3,3,1
11_d80cd745-62e0-4cc4-8642-afc2caa96ef7 (1).jpg,3,4,1
11_d80cd745-62e0-4cc4-8642-afc2caa96ef7 (1).jpg,3,5,1
11_d80cd745-62e0-4cc4-8642-afc2caa96ef7 (1).jpg,3,6,1
11_d80cd745-62e0-4cc4-8642-afc2caa96ef7 (1).jpg,3,7,1
11_d80cd745-62e0-4cc4-8642-afc2caa96ef7 (1).jpg,3,8,1
11_d80cd745-62e0-4cc4-8642-afc2caa96ef7 (1).jpg,4,1,1
11_d80cd745-62e0-4cc4-8642-afc2caa96ef7 (1).jpg,4,2,1
11_d80cd745-62e0-4cc4-8642-afc2caa96ef7 (1).jpg,4,3,1
11_d80cd745-62e0-4cc4-8642-afc2caa96ef7 (1).jpg,4,4,1
11_d80cd745-62e0-4cc4-8642-afc2caa96ef7 (1).jpg,4,5,1
11_d80cd745-62e0-4cc4-8642-afc2caa96ef7 (1).jpg,4,6,1
11_d80cd745-62e0-4cc4-8642-afc2caa96ef7 (1).jpg,4,7,1
11_d80cd745-62e0-4cc4-8642-afc2caa96ef7 (1).jpg,4,8,1
11_d80cd745-62e0-4cc4-8642-afc2caa96ef7 (1).jpg,5,1,1
11_d80cd745-62e0-4cc4-8642-afc2caa96ef7 (1).jpg,5,2,1
11_d80cd745-62e0-4cc4-8642-afc2caa96ef7 (1).jpg,5,3,1
11_d80cd745-62e0-4cc4-8642-afc2caa96ef7 (1).jpg,5,4,1
11_d80cd745-62e0-4cc4-8642-afc2caa96ef7 (1).jpg,5,5,1
11_d80cd745-62e0-4cc4-8642-afc2caa96ef7 (1).jpg,5,6,1
11_d80cd745-62e0-4cc4-8642-afc2caa96ef7 (1).jpg,5,7,1
11_d80cd745-62e0-4cc4-8642-afc2caa96ef7 (1).jpg,5,8,1
11_d80cd745-62e0-4cc4-8642-afc2caa96ef7 (1).jpg,6,1,1
11_d80cd745-62e0-4cc4-8642-afc2caa96ef7 (1).jpg,6,2,1
11_d80cd745-62e0-4cc4-8642-afc2caa96ef7 (1).jpg,6,3,1
11_d80cd745-62e0-4cc4-8642-afc2caa96ef7 (1).jpg,6,4,1
11_d80cd745-62e0-4cc4-8642-afc2caa96ef7 (1).jpg,6,5,1
11_d80cd745-62e0-4cc4-8642-afc2caa96ef7 (1).jpg,6,6,1
11_d80cd745-62e0-4cc4-8642-afc2caa96ef7 (1).jpg,6,7,1
11_d80cd745-62e0-4cc4-8642-afc2caa96ef7 (1).jpg,6,8,1
11_d80cd745-62e0-4cc4-8642-afc2caa96ef7 (1).jpg,7,1,1
11_d80cd745-62e0-4cc4-8642-afc2caa96ef7 (1).jpg,7,2,1
11_d80cd745-62e0-4cc4-8642-afc2caa96ef7 (1).jpg,7,3,1
11_d80cd745-62e0-4cc4-8642-afc2caa96ef7 (1).jpg,7,4,1
11_d80cd745-62e0-4cc4-8642-afc2caa96ef7 (1).jpg,7,5,1
11_d80cd745-62e0-4cc4-8642-afc2caa96ef7 (1).jpg,7,6,1
11_d80cd745-62e0-4cc4-8642-afc2caa96ef7 (1).jpg,7,7,1
11_d80cd745-62e0-4cc4-8642-afc2caa96ef7 (1).jpg,7,8,0
11_d80cd745-62e0-4cc4-8642-afc2caa96ef7 (1).jpg,8,1,0
11_d80cd745-62e0-4cc4-8642-afc2caa96ef7 (1).jpg,8,2,0
11_d80cd745-62e0-4cc4-8642-afc2caa96ef7 (1).jpg,8,3,0
11_d80cd745-62e0-4cc4-8642-afc2caa96ef7 (1).jpg,8,4,0
11_d80cd745-62e0-4cc4-8642-afc2caa96ef7 (1).jpg,8,5,0
11_d80cd745-62e0-4cc4-8642-afc2caa96ef7 (1).jpg,8,6,0
11_d80cd745-62e0-4cc4-8642-afc2caa96ef7 (1).jpg,8,7,0
11_d80cd745-62e0-4cc4-8642-afc2caa96ef7 (1).jpg,8,8,0
1549449753_VINEX-CRICKET-STUMPS-SET-PRIMA.jpg,1,1,0
1549449753_VINEX-CRICKET-STUMPS-SET-PRIMA.jpg,1,2,0
1549449753_VINEX-CRICKET-STUMPS-SET-PRIMA.jpg,1,3,0
1549449753_VINEX-CRICKET-STUMPS-SET-PRIMA.jpg,1,4,0
1549449753_VINEX-CRICKET-STUMPS-SET-PRIMA.jpg,1,5,0
1549449753_VINEX-CRICKET-STUMPS-SET-PRIMA.jpg,1,6,0
1549449753_VINEX-CRICKET-STUMPS-SET-PRIMA.jpg,1,7,0
1549449753_VINEX-CRICKET-STUMPS-SET-PRIMA.jpg,1,8,0
1549449753_VINEX-CRICKET-STUMPS-SET-PRIMA.jpg,2,1,0
1549449753_VINEX-CRICKET-STUMPS-SET-PRIMA.jpg,2,2,0
1549449753_VINEX-CRICKET-STUMPS-SET-PRIMA.jpg,2,3,0
1549449753_VINEX-CRICKET-STUMPS-SET-PRIMA.jpg,2,4,3
1549449753_VINEX-CRICKET-STUMPS-SET-PRIMA.jpg,2,5,3
1549449753_VINEX-CRICKET-STUMPS-SET-PRIMA.jpg,2,6,3
1549449753_VINEX-CRICKET-STUMPS-SET-PRIMA.jpg,2,7,0
1549449753_VINEX-CRICKET-STUMPS-SET-PRIMA.jpg,2,8,0
1549449753_VINEX-CRICKET-STUMPS-SET-PRIMA.jpg,3,1,3
1549449753_VINEX-CRICKET-STUMPS-SET-PRIMA.jpg,3,2,3
1549449753_VINEX-CRICKET-STUMPS-SET-PRIMA.jpg,3,3,3
1549449753_VINEX-CRICKET-STUMPS-SET-PRIMA.jpg,3,4,3
1549449753_VINEX-CRICKET-STUMPS-SET-PRIMA.jpg,3,5,3
1549449753_VINEX-CRICKET-STUMPS-SET-PRIMA.jpg,3,6,3
1549449753_VINEX-CRICKET-STUMPS-SET-PRIMA.jpg,3,7,3
1549449753_VINEX-CRICKET-STUMPS-SET-PRIMA.jpg,3,8,3
1549449753_VINEX-CRICKET-STUMPS-SET-PRIMA.jpg,4,1,3
1549449753_VINEX-CRICKET-STUMPS-SET-PRIMA.jpg,4,2,3
1549449753_VINEX-CRICKET-STUMPS-SET-PRIMA.jpg,4,3,3
1549449753_VINEX-CRICKET-STUMPS-SET-PRIMA.jpg,4,4,3
1549449753_VINEX-CRICKET-STUMPS-SET-PRIMA.jpg,4,5,3
1549449753_VINEX-CRICKET-STUMPS-SET-PRIMA.jpg,4,6,3
1549449753_VINEX-CRICKET-STUMPS-SET-PRIMA.jpg,4,7,3
1549449753_VINEX-CRICKET-STUMPS-SET-PRIMA.jpg,4,8,3
1549449753_VINEX-CRICKET-STUMPS-SET-PRIMA.jpg,5,1,3
1549449753_VINEX-CRICKET-STUMPS-SET-PRIMA.jpg,5,2,3
1549449753_VINEX-CRICKET-STUMPS-SET-PRIMA.jpg,5,3,3
1549449753_VINEX-CRICKET-STUMPS-SET-PRIMA.jpg,5,4,3
1549449753_VINEX-CRICKET-STUMPS-SET-PRIMA.jpg,5,5,3
1549449753_VINEX-CRICKET-STUMPS-SET-PRIMA.jpg,5,6,3
1549449753_VINEX-CRICKET-STUMPS-SET-PRIMA.jpg,5,7,3
1549449753_VINEX-CRICKET-STUMPS-SET-PRIMA.jpg,5,8,3
1549449753_VINEX-CRICKET-STUMPS-SET-PRIMA.jpg,6,1,3
1549449753_VINEX-CRICKET-STUMPS-SET-PRIMA.jpg,6,2,3
1549449753_VINEX-CRICKET-STUMPS-SET-PRIMA.jpg,6,3,3
1549449753_VINEX-CRICKET-STUMPS-SET-PRIMA.jpg,6,4,3
1549449753_VINEX-CRICKET-STUMPS-SET-PRIMA.jpg,6,5,3
1549449753_VINEX-CRICKET-STUMPS-SET-PRIMA.jpg,6,6,3
1549449753_VINEX-CRICKET-STUMPS-SET-PRIMA.jpg,6,7,3
1549449753_VINEX-CRICKET-STUMPS-SET-PRIMA.jpg,6,8,3
1549449753_VINEX-CRICKET-STUMPS-SET-PRIMA.jpg,7,1,0
1549449753_VINEX-CRICKET-STUMPS-SET-PRIMA.jpg,7,2,0
1549449753_VINEX-CRICKET-STUMPS-SET-PRIMA.jpg,7,3,0
1549449753_VINEX-CRICKET-STUMPS-SET-PRIMA.jpg,7,4,0
1549449753_VINEX-CRICKET-STUMPS-SET-PRIMA.jpg,7,5,0
1549449753_VINEX-CRICKET-STUMPS-SET-PRIMA.jpg,7,6,0
1549449753_VINEX-CRICKET-STUMPS-SET-PRIMA.jpg,7,7,0
1549449753_VINEX-CRICKET-STUMPS-SET-PRIMA.jpg,7,8,0
1549449753_VINEX-CRICKET-STUMPS-SET-PRIMA.jpg,8,1,0
1549449753_VINEX-CRICKET-STUMPS-SET-PRIMA.jpg,8,2,0
1549449753_VINEX-CRICKET-STUMPS-SET-PRIMA.jpg,8,3,0
1549449753_VINEX-CRICKET-STUMPS-SET-PRIMA.jpg,8,4,0
1549449753_VINEX-CRICKET-STUMPS-SET-PRIMA.jpg,8,5,0
1549449753_VINEX-CRICKET-STUMPS-SET-PRIMA.jpg,8,6,0
1549449753_VINEX-CRICKET-STUMPS-SET-PRIMA.jpg,8,7,0
1549449753_VINEX-CRICKET-STUMPS-SET-PRIMA.jpg,8,8,0
1735034114535_virat_kohli_outside_off_stump.jpg,1,1,0
1735034114535_virat_kohli_outside_off_stump.jpg,1,2,0
1735034114535_virat_kohli_outside_off_stump.jpg,1,3,0
1735034114535_virat_kohli_outside_off_stump.jpg,1,4,0
1735034114535_virat_kohli_outside_off_stump.jpg,1,5,0
1735034114535_virat_kohli_outside_off_stump.jpg,1,6,0
1735034114535_virat_kohli_outside_off_stump.jpg,1,7,0
1735034114535_virat_kohli_outside_off_stump.jpg,1,8,0
1735034114535_virat_kohli_outside_off_stump.jpg,2,1,0
1735034114535_virat_kohli_outside_off_stump.jpg,2,2,0
1735034114535_virat_kohli_outside_off_stump.jpg,2,3,0
1735034114535_virat_kohli_outside_off_stump.jpg,2,4,0
1735034114535_virat_kohli_outside_off_stump.jpg,2,5,0
1735034114535_virat_kohli_outside_off_stump.jpg,2,6,0
1735034114535_virat_kohli_outside_off_stump.jpg,2,7,0
1735034114535_virat_kohli_outside_off_stump.jpg,2,8,0
1735034114535_virat_kohli_outside_off_stump.jpg,3,1,0
1735034114535_virat_kohli_outside_off_stump.jpg,3,2,3
1735034114535_virat_kohli_outside_off_stump.jpg,3,3,0
1735034114535_virat_kohli_outside_off_stump.jpg,3,4,0
1735034114535_virat_kohli_outside_off_stump.jpg,3,5,0
1735034114535_virat_kohli_outside_off_stump.jpg,3,6,0
1735034114535_virat_kohli_outside_off_stump.jpg,3,7,0
1735034114535_virat_kohli_outside_off_stump.jpg,3,8,0
1735034114535_virat_kohli_outside_off_stump.jpg,4,1,0
1735034114535_virat_kohli_outside_off_stump.jpg,4,2,0
1735034114535_virat_kohli_outside_off_stump.jpg,4,3,0
1735034114535_virat_kohli_outside_off_stump.jpg,4,4,0
1735034114535_virat_kohli_outside_off_stump.jpg,4,5,0
1735034114535_virat_kohli_outside_off_stump.jpg,4,6,2
1735034114535_virat_kohli_outside_off_stump.jpg,4,7,2
1735034114535_virat_kohli_outside_off_stump.jpg,4,8,0
1735034114535_virat_kohli_outside_off_stump.jpg,5,1,0
1735034114535_virat_kohli_outside_off_stump.jpg,5,2,0
1735034114535_virat_kohli_outside_off_stump.jpg,5,3,0
1735034114535_virat_kohli_outside_off_stump.jpg,5,4,0
1735034114535_virat_kohli_outside_off_stump.jpg,5,5,0
1735034114535_virat_kohli_outside_off_stump.jpg,5,6,0
1735034114535_virat_kohli_outside_off_stump.jpg,5,7,0
1735034114535_virat_kohli_outside_off_stump.jpg,5,8,0
1735034114535_virat_kohli_outside_off_stump.jpg,6,1,0
1735034114535_virat_kohli_outside_off_stump.jpg,6,2,0
1735034114535_virat_kohli_outside_off_stump.jpg,6,3,0
1735034114535_virat_kohli_outside_off_stump.jpg,6,4,0
1735034114535_virat_kohli_outside_off_stump.jpg,6,5,0
1735034114535_virat_kohli_outside_off_stump.jpg,6,6,0
1735034114535_virat_kohli_outside_off_stump.jpg,6,7,0
1735034114535_virat_kohli_outside_off_stump.jpg,6,8,0
1735034114535_virat_kohli_outside_off_stump.jpg,7,1,0
1735034114535_virat_kohli_outside_off_stump.jpg,7,2,0
1735034114535_virat_kohli_outside_off_stump.jpg,7,3,0
1735034114535_virat_kohli_outside_off_stump.jpg,7,4,0
1735034114535_virat_kohli_outside_off_stump.jpg,7,5,0
1735034114535_virat_kohli_outside_off_stump.jpg,7,6,0
1735034114535_virat_kohli_outside_off_stump.jpg,7,7,0
1735034114535_virat_kohli_outside_off_stump.jpg,7,8,0
1735034114535_virat_kohli_outside_off_stump.jpg,8,1,0
1735034114535_virat_kohli_outside_off_stump.jpg,8,2,0
1735034114535_virat_kohli_outside_off_stump.jpg,8,3,0
1735034114535_virat_kohli_outside_off_stump.jpg,8,4,0
1735034114535_virat_kohli_outside_off_stump.jpg,8,5,0
1735034114535_virat_kohli_outside_off_stump.jpg,8,6,0
1735034114535_virat_kohli_outside_off_stump.jpg,8,7,0
1735034114535_virat_kohli_outside_off_stump.jpg,8,8,0
2021-Category-Banner-Stumps (1).jpg,1,1,0
2021-Category-Banner-Stumps (1).jpg,1,2,0
2021-Category-Banner-Stumps (1).jpg,1,3,0
2021-Category-Banner-Stumps (1).jpg,1,4,0
2021-Category-Banner-Stumps (1).jpg,1,5,0
2021-Category-Banner-Stumps (1).jpg,1,6,0
2021-Category-Banner-Stumps (1).jpg,1,7,3
2021-Category-Banner-Stumps (1).jpg,1,8,3
2021-Category-Banner-Stumps (1).jpg,2,1,0
2021-Category-Banner-Stumps (1).jpg,2,2,0
2021-Category-Banner-Stumps (1).jpg,2,3,0
2021-Category-Banner-Stumps (1).jpg,2,4,0
2021-Category-Banner-Stumps (1).jpg,2,5,0
2021-Category-Banner-Stumps (1).jpg,2,6,0
2021-Category-Banner-Stumps (1).jpg,2,7,3
2021-Category-Banner-Stumps (1).jpg,2,8,3
2021-Category-Banner-Stumps (1).jpg,3,1,0
2021-Category-Banner-Stumps (1).jpg,3,2,0
2021-Category-Banner-Stumps (1).jpg,3,3,0
2021-Category-Banner-Stumps (1).jpg,3,4,0
2021-Category-Banner-Stumps (1).jpg,3,5,0
2021-Category-Banner-Stumps (1).jpg,3,6,0
2021-Category-Banner-Stumps (1).jpg,3,7,3
2021-Category-Banner-Stumps (1).jpg,3,8,3
2021-Category-Banner-Stumps (1).jpg,4,1,0
2021-Category-Banner-Stumps (1).jpg,4,2,0
2021-Category-Banner-Stumps (1).jpg,4,3,0
2021-Category-Banner-Stumps (1).jpg,4,4,0
2021-Category-Banner-Stumps (1).jpg,4,5,0
2021-Category-Banner-Stumps (1).jpg,4,6,0
2021-Category-Banner-Stumps (1).jpg,4,7,3
2021-Category-Banner-Stumps (1).jpg,4,8,3
2021-Category-Banner-Stumps (1).jpg,5,1,0
2021-Category-Banner-Stumps (1).jpg,5,2,0
2021-Category-Banner-Stumps (1).jpg,5,3,0
2021-Category-Banner-Stumps (1).jpg,5,4,0
2021-Category-Banner-Stumps (1).jpg,5,5,0
2021-Category-Banner-Stumps (1).jpg,5,6,0
2021-Category-Banner-Stumps (1).jpg,5,7,3
2021-Category-Banner-Stumps (1).jpg,5,8,3
2021-Category-Banner-Stumps (1).jpg,6,1,0
2021-Category-Banner-Stumps (1).jpg,6,2,0
2021-Category-Banner-Stumps (1).jpg,6,3,0
2021-Category-Banner-Stumps (1).jpg,6,4,0
2021-Category-Banner-Stumps (1).jpg,6,5,0
2021-Category-Banner-Stumps (1).jpg,6,6,0
2021-Category-Banner-Stumps (1).jpg,6,7,3
2021-Category-Banner-Stumps (1).jpg,6,8,3
2021-Category-Banner-Stumps (1).jpg,7,1,0
2021-Category-Banner-Stumps (1).jpg,7,2,0
2021-Category-Banner-Stumps (1).jpg,7,3,0
2021-Category-Banner-Stumps (1).jpg,7,4,0
2021-Category-Banner-Stumps (1).jpg,7,5,0
2021-Category-Banner-Stumps (1).jpg,7,6,0
2021-Category-Banner-Stumps (1).jpg,7,7,3
2021-Category-Banner-Stumps (1).jpg,7,8,3
2021-Category-Banner-Stumps (1).jpg,8,1,0
2021-Category-Banner-Stumps (1).jpg,8,2,0
2021-Category-Banner-Stumps (1).jpg,8,3,0
2021-Category-Banner-Stumps (1).jpg,8,4,0
2021-Category-Banner-Stumps (1).jpg,8,5,0
2021-Category-Banner-Stumps (1).jpg,8,6,0
2021-Category-Banner-Stumps (1).jpg,8,7,3
2021-Category-Banner-Stumps (1).jpg,8,8,3
2603140-led-stumps.jpg,1,1,0
2603140-led-stumps.jpg,1,2,0
2603140-led-stumps.jpg,1,3,0
2603140-led-stumps.jpg,1,4,0
2603140-led-stumps.jpg,1,5,0
2603140-led-stumps.jpg,1,6,0
2603140-led-stumps.jpg,1,7,0
2603140-led-stumps.jpg,1,8,0
2603140-led-stumps.jpg,2,1,0
2603140-led-stumps.jpg,2,2,0
2603140-led-stumps.jpg,2,3,0
2603140-led-stumps.jpg,2,4,0
2603140-led-stumps.jpg,2,5,0
2603140-led-stumps.jpg,2,6,0
2603140-led-stumps.jpg,2,7,0
2603140-led-stumps.jpg,2,8,0
2603140-led-stumps.jpg,3,1,0
2603140-led-stumps.jpg,3,2,0
2603140-led-stumps.jpg,3,3,0
2603140-led-stumps.jpg,3,4,0
2603140-led-stumps.jpg,3,5,0
2603140-led-stumps.jpg,3,6,0
2603140-led-stumps.jpg,3,7,0
2603140-led-stumps.jpg,3,8,0
2603140-led-stumps.jpg,4,1,0
2603140-led-stumps.jpg,4,2,0
2603140-led-stumps.jpg,4,3,0
2603140-led-stumps.jpg,4,4,0
2603140-led-stumps.jpg,4,5,0
2603140-led-stumps.jpg,4,6,0
2603140-led-stumps.jpg,4,7,0
2603140-led-stumps.jpg,4,8,0
2603140-led-stumps.jpg,5,1,0
2603140-led-stumps.jpg,5,2,3
2603140-led-stumps.jpg,5,3,3
2603140-led-stumps.jpg,5,4,0
2603140-led-stumps.jpg,5,5,0
2603140-led-stumps.jpg,5,6,0
2603140-led-stumps.jpg,5,7,0
2603140-led-stumps.jpg,5,8,0
2603140-led-stumps.jpg,6,1,0
2603140-led-stumps.jpg,6,2,3
2603140-led-stumps.jpg,6,3,3
2603140-led-stumps.jpg,6,4,0
2603140-led-stumps.jpg,6,5,0
2603140-led-stumps.jpg,6,6,0
2603140-led-stumps.jpg,6,7,0
2603140-led-stumps.jpg,6,8,0
2603140-led-stumps.jpg,7,1,0
2603140-led-stumps.jpg,7,2,3
2603140-led-stumps.jpg,7,3,3
2603140-led-stumps.jpg,7,4,0
2603140-led-stumps.jpg,7,5,0
2603140-led-stumps.jpg,7,6,0
2603140-led-stumps.jpg,7,7,0
2603140-led-stumps.jpg,7,8,0
2603140-led-stumps.jpg,8,1,0
2603140-led-stumps.jpg,8,2,3
2603140-led-stumps.jpg,8,3,3
2603140-led-stumps.jpg,8,4,0
2603140-led-stumps.jpg,8,5,0
2603140-led-stumps.jpg,8,6,0
2603140-led-stumps.jpg,8,7,0
2603140-led-stumps.jpg,8,8,0
3-9.jpg,1,1,0
3-9.jpg,1,2,0
3-9.jpg,1,3,0
3-9.jpg,1,4,0
3-9.jpg,1,5,0
3-9.jpg,1,6,0
3-9.jpg,1,7,0
3-9.jpg,1,8,0
3-9.jpg,2,1,0
3-9.jpg,2,2,0
3-9.jpg,2,3,0
3-9.jpg,2,4,3
3-9.jpg,2,5,0
3-9.jpg,2,6,0
3-9.jpg,2,7,0
3-9.jpg,2,8,0
3-9.jpg,3,1,0
3-9.jpg,3,2,0
3-9.jpg,3,3,0
3-9.jpg,3,4,3
3-9.jpg,3,5,0
3-9.jpg,3,6,0
3-9.jpg,3,7,0
3-9.jpg,3,8,0
3-9.jpg,4,1,0
3-9.jpg,4,2,0
3-9.jpg,4,3,0
3-9.jpg,4,4,0
3-9.jpg,4,5,0
3-9.jpg,4,6,0
3-9.jpg,4,7,0
3-9.jpg,4,8,0
3-9.jpg,5,1,0
3-9.jpg,5,2,0
3-9.jpg,5,3,3
3-9.jpg,5,4,3
3-9.jpg,5,5,0
3-9.jpg,5,6,0
3-9.jpg,5,7,0
3-9.jpg,5,8,0
3-9.jpg,6,1,0
3-9.jpg,6,2,0
3-9.jpg,6,3,3
3-9.jpg,6,4,3
3-9.jpg,6,5,0
3-9.jpg,6,6,0
3-9.jpg,6,7,0
3-9.jpg,6,8,0
3-9.jpg,7,1,0
3-9.jpg,7,2,0
3-9.jpg,7,3,3
3-9.jpg,7,4,3
3-9.jpg,7,5,0
3-9.jpg,7,6,0
3-9.jpg,7,7,0
3-9.jpg,7,8,0
3-9.jpg,8,1,0
3-9.jpg,8,2,0
3-9.jpg,8,3,3
3-9.jpg,8,4,3
3-9.jpg,8,5,0
3-9.jpg,8,6,0
3-9.jpg,8,7,0
3-9.jpg,8,8,0
37205930-a-cricket-stadium-with-cricket-pitch-and-set-up-wickets-in-the-daytime-under-a-blue-sky.jpg,1,1,0
37205930-a-cricket-stadium-with-cricket-pitch-and-set-up-wickets-in-the-daytime-under-a-blue-sky.jpg,1,2,0
37205930-a-cricket-stadium-with-cricket-pitch-and-set-up-wickets-in-the-daytime-under-a-blue-sky.jpg,1,3,0
37205930-a-cricket-stadium-with-cricket-pitch-and-set-up-wickets-in-the-daytime-under-a-blue-sky.jpg,1,4,0
37205930-a-cricket-stadium-with-cricket-pitch-and-set-up-wickets-in-the-daytime-under-a-blue-sky.jpg,1,5,0
37205930-a-cricket-stadium-with-cricket-pitch-and-set-up-wickets-in-the-daytime-under-a-blue-sky.jpg,1,6,0
37205930-a-cricket-stadium-with-cricket-pitch-and-set-up-wickets-in-the-daytime-under-a-blue-sky.jpg,1,7,0
37205930-a-cricket-stadium-with-cricket-pitch-and-set-up-wickets-in-the-daytime-under-a-blue-sky.jpg,1,8,0
37205930-a-cricket-stadium-with-cricket-pitch-and-set-up-wickets-in-the-daytime-under-a-blue-sky.jpg,2,1,0
37205930-a-cricket-stadium-with-cricket-pitch-and-set-up-wickets-in-the-daytime-under-a-blue-sky.jpg,2,2,0
37205930-a-cricket-stadium-with-cricket-pitch-and-set-up-wickets-in-the-daytime-under-a-blue-sky.jpg,2,3,0
37205930-a-cricket-stadium-with-cricket-pitch-and-set-up-wickets-in-the-daytime-under-a-blue-sky.jpg,2,4,0
37205930-a-cricket-stadium-with-cricket-pitch-and-set-up-wickets-in-the-daytime-under-a-blue-sky.jpg,2,5,0
37205930-a-cricket-stadium-with-cricket-pitch-and-set-up-wickets-in-the-daytime-under-a-blue-sky.jpg,2,6,0
37205930-a-cricket-stadium-with-cricket-pitch-and-set-up-wickets-in-the-daytime-under-a-blue-sky.jpg,2,7,0
37205930-a-cricket-stadium-with-cricket-pitch-and-set-up-wickets-in-the-daytime-under-a-blue-sky.jpg,2,8,0
37205930-a-cricket-stadium-with-cricket-pitch-and-set-up-wickets-in-the-daytime-under-a-blue-sky.jpg,3,1,0
37205930-a-cricket-stadium-with-cricket-pitch-and-set-up-wickets-in-the-daytime-under-a-blue-sky.jpg,3,2,0
37205930-a-cricket-stadium-with-cricket-pitch-and-set-up-wickets-in-the-daytime-under-a-blue-sky.jpg,3,3,0
37205930-a-cricket-stadium-with-cricket-pitch-and-set-up-wickets-in-the-daytime-under-a-blue-sky.jpg,3,4,0
37205930-a-cricket-stadium-with-cricket-pitch-and-set-up-wickets-in-the-daytime-under-a-blue-sky.jpg,3,5,0
37205930-a-cricket-stadium-with-cricket-pitch-and-set-up-wickets-in-the-daytime-under-a-blue-sky.jpg,3,6,0
37205930-a-cricket-stadium-with-cricket-pitch-and-set-up-wickets-in-the-daytime-under-a-blue-sky.jpg,3,7,0
37205930-a-cricket-stadium-with-cricket-pitch-and-set-up-wickets-in-the-daytime-under-a-blue-sky.jpg,3,8,0
37205930-a-cricket-stadium-with-cricket-pitch-and-set-up-wickets-in-the-daytime-under-a-blue-sky.jpg,4,1,0
37205930-a-cricket-stadium-with-cricket-pitch-and-set-up-wickets-in-the-daytime-under-a-blue-sky.jpg,4,2,0
