x1,x2,y
6.408188741,-21.23182423,3
22.21706564,-12.57650785,3
61.83017861,-18.99801808,4
13.2097215,-3.231020339,3
11.1099495,-3.61276376,1
-12.20338887,7.01728872,1
13.16931019,4.48118597,1
14.1415021,-0.58042261,2
16.59144244,20.28130166,1
-7.88962409,8.7091588,1
-7.59147232,11.59921588,1
8.642200077,8.02163754,1
14.21275363,1.418893924,3
4.29517675,7.52651222,1
-11.14552448,13.9182383,1
28.39987779,-24.06242462,3
23.82229962,-21.13321581,2
-3.74952993,8.37034147,1
5.602334741,-32.99580737,3
21.33239956,-34.87219599,3
-8.984186,4.58488118,1
52.54590022,-32.86734519,4
4.272816047,9.12579724,2
50.0841492,-19.47489517,4
-12.54239027,-25.00712233,3
9.028166105,-12.62852859,3
4.709618021,0.11233313,2
15.11387874,4.87266189,2
13.81187639,10.1651216,2
66.51766132,-1.618099202,4
51.03982663,-22.99617468,4
28.69182337,-0.71009326,2
5.694327507,-7.87997379,3
-0.43457569,5.86999068,1
6.555168076,19.08538711,1
18.90168113,-11.43605712,2
-16.80514972,5.8118692,1
3.43565751,4.20883202,1
-2.0179343,10.23904251,1
13.67454475,13.57779242,2
66.38860315,-6.763320977,4
32.99124865,-1.83212319,2
-11.18677915,0.45104293,1
-13.20406321,19.962379,1
19.52665978,-11.85376981,3
9.40581037,-11.69841413,3
-18.73670418,3.68446698,1
21.30613605,-10.93466919,3
-7.95862784,28.56096001,1
0.5425263,-18.82383507,2
26.32122579,-26.52122162,3
0.91372668,-11.5228994,3
11.95576653,-3.704998211,3
-5.7599929,-23.92629282,3
-21.26465757,16.23434431,1
1.51347781,15.12978308,1
54.11321202,-35.21200832,4
21.86315328,-7.328315188,1
62.81285923,13.12099515,4
-8.61075515,24.20741511,1
-1.327266345,14.74721456,2
20.95610549,12.20457272,2
11.18495393,-7.292095939,2
-0.80321263,17.01146021,1
-21.5813532,8.84642599,1
-12.53669251,-27.92047885,1
31.42532683,25.26751249,2
55.30129062,-12.03774323,4
9.996453564,20.09718015,1
-12.77418332,-13.29271583,1
57.43810366,-13.79135724,4
7.953938518,-22.77468589,3
-5.46222143,7.44657231,1
11.24053726,10.46231781,2
44.95127854,-39.94427581,4
44.06410898,-26.17371018,4
14.14045844,-21.25284976,3
52.19878365,-37.15158987,4
-15.1079755,17.45694541,1
64.52683925,-15.83859565,4
67.55697208,-25.03284582,4
46.4246659,18.74390045,2
-13.71289789,2.20031973,1
43.87224726,-13.80987238,4
22.56035459,-36.09297585,3
-7.76445731,3.05079026,1
-1.48605978,6.27178419,1
50.96005319,-28.61384531,4
41.14919445,-4.68440451,2
-13.42307621,17.0584926,1
14.22031039,-24.70704343,3
6.442592411,0.373363557,3
-7.92737141,15.43072452,1
-4.48110324,17.71576536,1
28.73911512,-26.17358785,3
-11.44198666,5.83474331,1
47.7601418,-28.16417477,4
24.39453132,18.84296846,2
17.16312854,12.28261718,2
19.00549133,-26.1343591,3
46.49784834,-2.303103243,4
11.29474482,-25.1316104,3
13.16937383,-18.7312994,3
7.207561746,24.21704661,1
-20.03821825,28.94090688,1
46.89184192,-8.578682329,4
17.88128866,17.342682,1
29.15362604,28.39061979,2
16.9090893,-12.29020812,3
28.68029991,-7.476837083,2
45.49201344,-23.88715545,4
9.162742355,-19.75839522,3
53.50230065,11.79456701,2
10.79940449,-26.13671831,2
18.55866023,-19.14492303,3
16.12286238,-16.16113455,3
55.20831147,-24.32578415,4
31.20602204,8.49230082,2
43.88598352,-10.85777748,4
31.16091862,-36.41622399,3
62.06158262,-17.00354825,4
-7.01524509,-3.23995289,1
24.3149834,0.52840561,2
16.46921688,-27.14236684,3
47.15858837,-22.61215661,4
14.90352596,-25.0312784,3
-13.32524269,25.5034011,1
-16.08959151,3.09814238,1
23.34596223,-8.850903632,3
-8.65106967,-1.23632812,1
5.8912025,3.56289054,1
-22.95232676,4.14625435,1
60.9677406,-22.95238771,4
11.05635588,23.8787931,2
-17.77506462,10.31325721,1
64.28049454,-34.07071073,4
-12.26534087,6.4642748,1
35.97156628,-10.00795321,4
-10.55993324,5.26472978,1
1.036218066,19.01659204,2
14.00231129,7.5658511,2
-10.50439105,-2.84802062,1
40.91742583,-7.241260092,2
32.31766979,-3.1891969,2
26.41536574,-17.9321965,3
53.91141256,-32.72999486,4
8.97694017,15.18765293,2
49.57940485,-23.10700214,4
8.770640711,-25.11469135,3
36.68115323,12.80719798,2
24.23303405,-19.29085683,3
57.48523661,-27.24674861,4
-1.92354861,2.03885043,1
11.11563054,11.41583683,2
6.743359155,-34.30177997,3
28.36962302,-12.1878056,3
46.12678929,-32.68425649,4
20.63558792,-21.63079098,3
33.73182083,-0.36693642,2
-8.63915472,19.60682374,1
47.31485949,-32.8821427,4
26.79772605,6.14974902,2
26.10393993,-6.153681122,3
17.3209463,-6.268504083,3
17.27248491,-20.7262288,3
18.38617468,-14.88527342,3
67.3750801,-21.74191683,4
7.337559651,-7.596053225,1
27.76362211,-21.49433172,3
19.99496485,-7.953958563,2
61.81252202,-13.84984773,4
-6.83799962,2.7692077,1
4.86869664,-10.85884834,3
58.84276338,-27.69099083,4
7.499305341,-6.205633424,1
10.35887996,-8.191753854,3
63.78950108,-15.97805933,4
31.27336562,-16.93986562,3
-30.60330395,4.31510083,1
72.58829476,-41.0450608,4
28.45022219,13.916065,2
73.07420967,-31.23494947,4
15.11720326,-7.632195498,3
-1.10224907,13.29423592,1
3.795753253,16.88547766,2
61.49096425,-20.29064997,4
66.86402069,-23.49562702,4
19.48791644,-43.01232404,3
55.39062268,-31.19062893,4
33.82426781,4.50553113,2
24.26546031,-1.97533517,2
52.42351437,-20.42216571,4
-13.33672161,-4.13249309,1
11.63857202,-33.13916213,3
-19.18526125,-2.28182847,1
36.43296334,-39.69094521,4
38.41917635,-13.79366758,4
-12.11871965,-3.10496823,1
8.377430686,13.75659208,1
0.44432069,7.53091707,1
18.95245302,-15.76640046,3
-1.54266086,-36.81205904,3
12.16959924,-7.796125782,2
65.10666897,-17.12906167,4
56.77635403,-21.70444159,4
15.03562661,-6.534706169,3
-3.67223022,0.87472828,1
12.41629358,-29.79651121,3
24.57482103,17.05604815,2
64.25079673,-32.98915426,4
20.82396665,-6.227563541,2
60.24036605,-27.21273645,4
21.892509,12.81737486,2
50.39831268,-35.35768957,4
0.26439498,22.1067479,1
31.6414155,7.2216852,2
2.6952983,-11.50076039,1
18.68940477,-5.014248756,2
17.94342417,-17.43899102,3
51.46204232,-24.78848509,4
15.18413464,8.95595398,2
36.8104377,-22.22421026,4
-18.08782251,10.67447194,1
19.00793469,-3.96536198,2
51.31339166,-27.32222477,4
14.90353285,-19.46751011,3
28.01724104,-10.11275924,3
-1.98946112,-4.66084831,1
12.63241484,17.09899622,2
-9.59933577,-7.64335205,1
6.150781467,-18.15459566,3
16.43469119,19.44520527,2
21.27607003,-3.14195339,2
-24.61074853,12.74688176,1
67.28476832,-20.86985788,4
-0.65359853,2.51783677,1
-1.87928609,-28.26845204,3
2.59677524,-20.15986288,3
13.73585585,10.27659255,2
-23.40210481,-3.1332989,1
2.24093586,8.98266694,1
17.22521412,-10.15111138,3
0.89524299,12.44926139,1
1.73690834,-8.570810622,1
10.47760477,-31.93801334,3
14.55734942,11.32720171,1
58.66212569,-26.3010889,4
26.71530318,1.033884585,3
15.63691818,0.29111998,2
12.57420591,-14.02482635,3
8.085005968,-11.60225234,3
33.62341872,-2.92357026,2
17.66552052,9.5868069,2
69.42279576,-22.73627845,4
-6.76900653,8.19489461,1
18.70898617,-7.648941296,2
7.53927771,1.50908069,1
13.30736113,10.44160373,1
3.437782348,2.28803092,2
-5.83462785,14.77346967,1
29.04233104,-10.09341609,3
76.35285697,-39.55940507,4
64.43650498,-23.59580127,4
-11.70073272,3.39492343,1
29.53671592,-27.00970072,3
29.43822619,-14.62390564,2
-10.92111885,1.83801075,1
8.479590716,9.4305065,2
41.40940152,-20.49329489,4
67.72545924,-9.959014228,4
2.21127828,5.9628579,2
-9.61598777,-5.267443292,1
49.27234753,-11.80468546,4
9.017876574,10.78151725,2
30.47308204,-9.883727987,3
17.62698235,-17.30168158,2
8.055967471,-9.622753749,3
-7.51005528,2.76218098,1
20.77873625,-26.94225772,3
-6.56446683,-8.056608365,1
-5.46844772,-1.43661938,1
-18.01063634,1.96486473,1
21.88724397,16.0373273,3
-15.69068568,-10.09337532,1
66.06639762,-17.28501085,4
-9.45792102,-6.698859028,1
-5.60761886,1.90786281,1
21.96166577,7.97056988,2
-10.37341075,5.7953364,1
-3.04926848,18.76863729,1
16.65410773,25.22979645,2
16.59080015,-16.56446837,3
53.70849699,-32.08924244,4
83.256318,-23.94620924,4
15.53325644,1.20306403,2
16.04983337,13.04358801,2
13.37346441,-11.47507775,3
1.43534701,-1.77700298,1
4.235101,-32.58673065,3
51.80202669,-34.09508977,4
-11.28925909,9.4618815,1
-4.79836769,-20.83844221,3
47.48107476,-10.57583053,4
6.28037364,6.99248721,2
10.02721952,4.96037749,2
5.266195655,-24.90992,3
43.46258092,-14.0517553,4
14.67326644,12.47359732,2
9.395013149,-21.06468639,3
30.82397475,-5.34761425,2
69.36552512,-35.22919061,4
26.79090067,9.94834378,2
5.73194669,-5.181786975,1
-10.60671521,6.71502474,1
9.824382421,-19.23992929,3
-3.14407202,14.33880951,1
36.91122178,12.93018596,2
27.24847361,11.49139622,2
24.2914425,15.76789838,2
-27.02446962,-0.09275554,1
-3.16522537,18.41805181,1
29.19506477,-44.24106452,4
9.906600626,-15.96643761,3
-0.38189795,-8.92497312,1
46.77677527,-16.66547352,4
5.505044361,-6.790757667,3
32.61524005,15.17920408,2
2.88511606,23.25823325,1
38.89117133,-19.43086614,4
-4.77466758,5.0956033,1
60.40525881,-7.615826233,4
-3.88706315,-7.244601476,3
74.67204088,-13.26777164,4
52.97370484,-42.9712466,4
-6.48340942,-1.11987825,1
61.22083217,-13.92348684,4
27.20887976,17.45151044,2
37.33170753,17.68649947,2
47.01292218,-27.71858712,4
5.298108817,21.92236282,1
29.10821126,-24.82160196,3
31.05935374,-13.9733934,4
33.89600784,5.90428628,2
58.52284961,-29.03700274,4
35.18419688,-32.84040628,4
15.69100062,8.03257523,2
49.41121151,-13.05464582,4
24.30980301,-8.786934042,2
31.94745798,-11.9643159,3
-10.29958542,-4.26562794,1
7.884987485,-16.79520882,3
7.863514881,13.69758036,2
16.08304022,-27.3281165,3
18.69969976,19.92067197,2
16.34521927,3.63714157,2
9.016850759,-35.7331866,3
64.12009703,-0.871179788,4
-1.62471854,-42.92223596,3
28.88654281,3.68988167,2
26.45003186,1.29533744,2
20.61552484,14.4114612,2
-6.81456667,24.35651628,1
61.50247211,-14.7969886,4
62.03026851,-7.566840378,4
25.57244285,1.51148502,2
15.4332007,-19.12514788,3
-32.43128571,1.30062211,1
57.58831477,-22.27397423,4
15.98060076,8.33175915,2
-11.44205162,-3.50834845,1
11.24747228,14.83441477,2
21.01270401,4.33010089,2
10.48444971,-34.14352931,3
25.24412077,-7.242660043,3
35.61181641,7.81841869,2
57.38409506,-17.93638135,4
-12.26638666,3.3847863,1
13.01802849,-5.221668233,3
55.1793771,-20.02517043,4
56.2157605,-13.47580056,4
29.80818013,-12.66691689,3
39.73774695,5.64924804,2
57.78121198,-4.879202805,4
64.97951756,-28.76104071,4
54.23601146,-3.819407219,4
56.64616362,-25.76034523,4
-11.89525939,-0.96550045,1
23.1136858,1.80213034,2
8.02146647,-17.23926276,1
18.39462473,11.98115734,2
-5.55947009,11.12950235,1
14.41096802,12.83544737,3
-18.62970512,1.95184641,1
34.96448663,19.77669931,2
22.360896,9.22860477,2
-9.86596947,-30.31110457,3
-7.4499613,-8.668800575,1
63.11860304,-14.46317639,4
19.46986665,21.76597333,2
11.86982176,19.68651425,2
43.1218222,0.51670659,4
61.074364,4.020431649,4
6.305680097,-22.58858868,2
51.29339829,-8.051914281,4
16.94282087,-6.013710828,2
32.16006737,4.53320851,2
-3.00658877,-2.372004343,3
47.43339825,-26.60946642,4
21.09549133,-28.13755386,3
49.3052157,-33.60579113,4
-24.0812096,2.36736282,1
11.26631808,-35.57400459,3
56.21379352,-3.076387643,4
14.64210511,19.45077022,1
9.879928011,-7.38650971,1
67.50299027,-21.1569828,4
16.61400959,15.97950446,2
18.50811479,-33.11019797,3
27.45198076,-21.28177067,3
55.80070906,-31.69754626,4
10.49053584,-9.333665658,3
21.68730055,-0.42547243,3
22.75804096,-0.54899463,2
19.75116907,-5.881344719,1
-14.15583657,10.65868515,1
56.01565012,-29.61561778,4
12.90374389,7.35639841,1
17.01367494,11.88623383,2
28.67523155,-16.98330273,2
-3.43008006,15.02846586,1
4.52599451,-29.88968637,3
52.03975568,-14.97718481,4
22.3742721,-22.3879041,3
60.42822874,-8.929015329,4
3.8308114,-2.30370217,1
19.77038318,-12.01528071,3
24.46362142,-5.494621902,2
14.85759165,-47.28377239,3
0.80719602,14.39568643,1
61.69286725,-13.0669348,4
46.23124086,-24.28896353,4
14.17271241,-13.20232404,3
9.440446564,14.83991747,2
33.36889103,-5.838312627,2
56.27059669,-4.351121682,4
7.999254014,21.22148894,2
17.69407125,-14.62903122,2
2.84586029,-12.4451288,3
27.77981257,2.5557176,2
7.363682033,9.15540985,2
48.95953957,-29.09767567,4
16.82001081,-7.026421113,3
-6.85031561,-3.63361653,1
23.30053251,-2.032982388,3
16.37377903,-9.01840212,3
0.78192024,14.9702362,1
10.48390445,-4.55817196,2
-3.597630566,-3.4639875,2
18.70797408,-13.69284422,2
-2.91975096,-9.390149221,1
36.72173792,-11.32147525,2
28.08267402,-10.22440027,3
11.82155228,-12.96617055,3
24.27903779,-19.03378307,3
-4.32944953,13.9203929,1
56.01319183,-13.09342019,4
-3.27912837,-25.11363335,3
36.00482783,0.460008734,3
16.77109967,-19.61722554,3
0.22284991,4.53661491,1
5.425699556,-22.20164188,3
49.91656266,-23.68066337,4
4.13553405,2.94237602,1
50.38174167,-26.6520429,4
65.39167012,-17.05497401,4
19.34686756,16.33872734,2
4.07982471,-22.73641088,3
38.54580322,-28.52158744,3
16.09390681,-17.26334444,3
45.85197522,-17.8031102,4
-10.54697774,-7.985052365,1
51.7721565,-16.657929,4
1.6416482,9.26196847,1
-7.1652695,5.91284116,1
-2.816389326,-14.24126006,2
-2.39473495,1.92275008,1
53.51806039,-9.589665109,4
8.376634163,-14.09386055,3
1.55166642,-24.21600241,3
10.20862884,6.68690151,2
20.85444701,-19.41616576,3
15.97995144,-0.32566038,2
28.03754437,23.56451118,2
25.19565893,6.62173648,2
-6.97514084,4.67438689,1
21.77259271,4.60517487,1
15.98421795,4.63888319,2
-2.55756788,-11.00229782,1
12.87620469,-26.97922714,3
-0.94482826,3.557639865,3
60.67308056,-23.58679286,4
18.18199402,6.20964904,2
9.468114124,-8.792957155,3
10.67937102,1.51303987,2
21.60769264,-21.59761192,3
5.517299509,-5.440314175,3
-9.57274074,23.6230444,1
35.06490812,-17.43649653,3
11.94226332,-0.51782507,2
-21.0027273,4.32296539,1
18.62313828,-23.30042219,3
7.277627267,-36.67652777,3
8.508670583,-18.56098076,2
10.15904312,15.92150035,2
12.90578815,3.36049105,2
76.52540018,-36.1923853,4
-11.18844717,1.72630014,1
0.75428223,34.47462287,1
6.487656324,-13.94543449,3
18.93233159,-5.158828741,3
71.03983146,-22.18061311,4
1.39146518,1.35380379,1
24.25169892,-12.50212922,3
68.16801673,-10.61739416,4
44.79580016,-27.21408884,4
18.41715263,-2.71801723,2
-9.64185783,-1.13002373,1
-2.75083507,19.52150409,1
18.31399711,-5.60454867,2
40.17344794,-28.51556817,4
59.14149444,-20.55476235,4
68.86598372,-13.66776259,4
27.92989882,-1.03217546,2
16.31590612,-12.93795418,3
8.693364822,-5.411086242,2
-11.75674394,8.7525253,1
16.85829803,15.08554036,1
14.44541405,-21.70072721,3
9.023034369,5.6869001,2
40.85790664,5.93610489,2
66.91919818,-3.13758259,4
26.46262376,-26.53528858,3
51.62589681,-10.91988154,4
23.50734047,-50.35299947,3
44.81670077,-14.20524562,4
1.12731033,-49.04492308,1
49.8274055,-22.08211297,3
-13.07967239,-0.98139223,1
-0.92578297,26.29990414,1
11.2653566,12.79885666,2
63.41196727,-15.80968043,4
-0.95723589,5.36252095,1
15.10965079,24.1619175,1
44.14997936,-25.09333018,3
20.20789399,-16.38246765,3
3.488075138,20.09188493,2
58.48487487,-20.36527012,4
59.9499846,-22.13665003,4
42.63559512,-3.75055137,2
64.33002937,-15.36976665,4
9.531675701,5.9118638,2
56.30431526,-15.97420696,4
61.24049381,-23.16004717,4
70.17924089,-9.008971302,4
60.81152392,-34.97659217,4
6.380266303,3.619060395,3
-1.381995,5.8059808,1
8.397550179,-26.70434092,3
-9.99369863,-13.04487359,3
47.00351587,-9.855548471,4
29.6352679,-24.43457941,3
6.422241022,-26.65773573,3
-26.62522353,2.26861482,1
48.68662401,-26.85745003,4
34.61716262,-7.276210073,2
62.64027392,-18.54719662,4
55.75562489,-27.04735429,4
-16.11617071,7.97238833,1
2.521702221,14.06339912,2
52.94270342,-33.03289875,4
44.31984485,-11.74972634,4
10.57150862,13.80498388,1
-14.84799131,19.14531193,1
21.22252099,13.0200031,2
44.63045652,-31.48783484,4
5.368870647,14.91229699,1
74.84024664,-15.62231716,4
52.43550412,1.715732117,4
0.38717158,15.14478358,1
9.388893062,-33.29848788,3
35.5587413,-28.83275991,4
22.56927413,-11.22524094,3
17.33048388,8.71814841,2
-8.55451326,0.25449308,1
10.37411813,-37.15680035,3
40.88011801,-22.55353284,4
15.21787391,-26.04358983,3
55.89607168,-17.36317068,4
24.47914809,4.453007,2
-7.05542896,4.11582562,1
48.85324968,-21.9961394,4
-3.78061225,-0.14806162,1
-4.12194933,-0.62430871,1
3.374062672,3.38140102,2
23.87272313,-5.892533634,2
73.63450732,-11.22901528,4
61.65531497,-22.71919682,4
18.35340633,2.66384022,2
6.922459621,-32.55301408,3
41.45980997,-3.84530221,2
39.94748984,-10.85378458,4
48.69359298,-29.72334821,4
-8.16458786,3.25661879,1
32.03109374,12.94277856,2
23.46194778,-29.32470056,3
56.70424858,-28.93667662,4
18.88865506,-23.62800717,2
27.15048601,7.07317114,2
-10.84083391,4.09622929,1
73.22755263,-4.210548692,4
43.95892066,-10.68500533,4
11.58215852,0.40574291,2
4.19038962,19.0737543,1
29.23264625,-15.60805013,3
0.09397171,-36.46160056,3
-14.27002601,6.18461457,1
19.83482924,-14.08184975,3
-19.49475417,-0.34377381,1
-11.99661252,0.02485893,1
34.87174107,-7.768683343,4
29.13655643,15.52838339,2
-9.83833794,8.09480316,1
50.50887324,-12.49425166,4
-10.15595341,-1.55069309,1
-6.0378922,-18.96013378,3
-10.64414513,-7.939406719,1
43.98163652,-19.39428603,4
75.72140174,-18.85122524,4
51.42580912,-12.04741187,4
28.84907512,4.08214365,2
66.59718658,-21.35386171,4
0.33554911,-23.24751153,3
-7.37319385,-1.66267814,1
10.5994002,-1.86406353,2
-6.30290001,2.98379433,1
-23.10429077,13.89652395,1
20.10866986,-4.04242729,2
53.5446079,-45.46035909,4
5.91377021,-18.16277563,3
32.42556548,-12.72242692,4
61.12063362,-24.11120718,4
22.78291901,-0.04315048,2
65.63039564,-8.149811957,4
54.52789232,-10.93280274,4
18.2147178,-16.0446286,2
38.56470698,-17.14569367,4
46.21296856,-2.826585606,4
56.58315094,-2.134051279,4
6.367622442,5.25358447,1
27.27934315,-2.23595517,2
12.75942648,10.72997107,2
19.95805355,-20.5941095,3
6.82750822,13.77491361,2
-4.844310239,-6.257405213,2
54.17167546,-23.7159399,4
61.91759517,-32.55667386,4
52.97469061,-22.63372162,4
49.09431912,-23.28073655,4
26.48606949,-14.36731074,3
15.65731441,6.35026437,2
16.92325893,-12.46057177,3
17.33699898,-3.47952172,2
16.1195757,-0.4037608,2
18.11563703,11.60792503,2
56.04757388,-6.780230364,4
34.68542281,-26.03927028,4
52.01855412,-7.05174454,4
2.878728136,-2.25466194,2
21.49511434,-16.29115997,3
30.76667317,4.38529418,2
46.40020244,-7.593186421,4
16.52164569,-7.352548276,3
42.05236594,-21.93137762,4
27.41616666,19.19714989,2
-22.36696018,14.63515492,1
7.450352402,-36.6989348,3
26.59052443,14.24493687,2
42.1032867,-29.65240391,4
14.00398451,-27.32000146,3
2.44757655,-12.99915896,3
15.17864082,-30.938639,3
19.79501286,-16.06782368,3
-4.27570244,10.44762518,1
16.81058536,0.98034336,2
22.34457897,-15.71911591,3
1.18919688,-18.05770235,3
38.08146482,18.09401601,2
16.36320467,-27.14695723,3
59.14266576,-25.68634632,4
59.77790383,-26.66130444,4
33.27702406,-20.99296725,3
10.48122379,4.53898591,2
35.5678683,7.9704021,2
21.60569576,-47.79728571,3
10.60525192,-16.90994455,3
16.51185167,20.50813769,2
-11.72246402,-1.05747847,1
-0.19726303,-23.15311295,3
17.36628675,30.50518738,2
22.35201033,-6.422193033,2
-10.53942244,-26.106961,3
11.89649,-39.10880256,3
23.56584126,-37.6856916,3
33.14729351,-10.60837486,3
4.55323577,-0.61532731,1
2.73995453,23.87858961,1
11.85009933,-38.5187485,3
-10.07809338,4.00483964,1
-5.59103958,-11.20228099,3
-7.6302751,-2.34542301,1
30.0578417,8.17431109,2
-9.26100308,-3.55709389,1
22.29340549,-7.549636659,2
19.16495711,8.43077055,2
39.16387615,19.04596274,2
51.08435249,-27.2078942,4
66.62546157,1.769875332,4
32.25849128,-2.34602794,2
49.48672942,-18.66062048,4
9.461627581,-13.07887787,2
-6.26841932,1.089715,1
-6.1659173,16.87305275,1
51.40474809,-22.2268257,4
36.9074347,-15.7310199,3
15.32970495,2.21835006,2
13.66380409,4.03153317,2
-8.90531897,2.24504609,1
13.08692535,-29.65304068,3
-19.03212168,-4.09987759,1
16.09744346,-21.96145011,3
13.81504726,-5.561834787,3
11.30605393,-23.08941316,3
10.41454897,-4.49519204,1
37.19210793,21.97060038,2
-8.64210541,-1.17685496,1
19.55788219,-13.55714797,3
38.24996697,-10.94078746,4
18.66990209,9.9965836,2
74.57981491,-24.59434979,4
11.08030452,-15.83496242,3
-4.3585002,14.25868759,1
26.51378117,-33.30881715,3
-17.22037317,-24.42838913,1
-5.02769606,4.99509544,1
22.79028626,1.135089577,3
15.51316144,16.78415379,2
20.68753864,-4.02875127,2
52.94831864,-40.58970648,4
14.98917062,14.06276458,2
29.32563775,-17.75332136,3
23.39359436,-26.73283932,3
