x,y
548,0.538986439
549,0.529668811
550,0.486770376
551,0.513831601
552,0.478740813
553,0.471671212
554,0.612775219
555,0.501787656
556,0.703014136
557,0.569604606
558,0.645761525
559,0.511253546
560,0.335706883
561,0.562561877
562,0.675216758
563,0.555459484
564,0.519628509
565,0.591007839
566,0.567334178
567,0.470611548
568,0.733730762
569,0.546493408
570,0.418142506
571,0.437441646
572,0.624952882
573,0.712326114
574,0.686662781
575,0.573864066
576,0.67003368
577,0.655785519
578,0.586694194
579,0.582280097
580,0.735285735
581,0.340512196
582,0.598732928
583,0.542687332
584,0.40941563
585,0.515615688
586,0.572033382
587,0.541176203
588,0.686399678
589,0.657722547
590,0.478939563
591,0.645158677
592,0.670017798
593,0.473781107
594,0.569273286
595,0.760407193
596,0.64630399
597,0.688005337
598,0.773621966
599,0.611703706
600,0.626596697
601,0.709003828
602,0.602936885
603,0.641422024
604,0.550702715
605,0.522745231
606,0.601334504
607,0.550719036
608,0.6866891
609,0.544243326
610,0.531996751
611,0.520847481
612,0.724854436
613,0.57461732
614,0.554671941
615,0.60249741
616,0.567730773
617,0.78410454
618,0.68659973
619,0.546234639
620,0.650209105
621,0.646765621
622,0.734497562
623,0.591989355
624,0.706459189
625,0.74248929
626,0.823628794
627,0.62338982
628,0.635116827
629,0.752354622
630,0.658578336
631,0.65258016
632,0.769532043
633,0.721658109
634,0.635751479
635,0.471614076
636,0.625962854
637,0.749964005
638,0.586881641
639,0.408194508
640,0.667470748
641,0.578782514
642,0.630849117
643,0.631589537
644,0.525466975
645,0.627441561
646,0.593873623
647,0.624890485
648,0.592712213
649,0.605148995
650,0.593237948
651,0.832772287
652,0.711777663
653,0.683372291
654,0.825795978
655,0.565733358
656,0.713353475
657,0.555764365
658,0.60979746
659,0.710140575
660,0.604011297
661,0.612735639
662,0.809292606
663,0.822422246
664,0.590913021
665,0.661171078
666,0.765176236
667,0.480371694
668,0.624266685
669,0.762608048
670,0.708318418
671,0.640826532
672,0.571574662
673,0.753979644
674,0.819965683
675,0.45587742
676,0.635466082
677,0.871067151
678,0.726496526
679,0.658790274
680,0.563037142
681,0.64401539
682,0.757979384
683,0.702778909
684,0.638526374
685,0.592940322
686,0.675229276
687,0.566633753
688,0.955487086
689,0.846246509
690,0.75784192
691,0.70264126
692,0.645368687
693,0.877623329
694,0.564860497
695,0.791073556
696,0.719254089
697,0.783254994
698,0.839142799
699,0.697698515
700,0.720226401
